level1	level2	level3	pathway_id	KO	gene	KO_name	EC
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K17645	AVNA, CYP60A1	averantin hydroxylase	1.14.14.116
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K17652	ADHA	5'-hydroxyaverantin dehydrogenase	1.1.1.352
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K17646	VBS	5'-oxoaverantin cyclase / versicolorin B synthase	4.2.1.142 4.2.1.143
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K24440	STCB, CYP62A1	averufin monooxygenase	1.14.-.-
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K24855	STCW	hydroxyversicolorone monooxygenase	1.14.13.-
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K17647	VRDA	versiconal hemiacetal acetate reductase	1.1.1.353
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K17648	ESTA	versiconal hemiacetal acetate esterase	3.1.1.94
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K24439	STCL, CYP60B1	versicolorin B desaturase	1.14.-.-
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K24856	AFLM	NADPH-dependent reductase	NA
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K24438	AFLN, STCS, CYP59A1	sterigmatocystin biosynthesis cytochrome P450 monooxygenase	NA
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K24857	AFLX	oxidoreductase AflX	NA
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K24858	AFLY	oxidoreductase AflY	NA
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K17649	OMTB, dmtA	demethylsterigmatocystin 6-O-methyltransferase	2.1.1.109
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K17650	OMTA	sterigmatocystin 8-O-methyltransferase	2.1.1.110
Metabolism	Biosynthesis of other secondary metabolites	Aflatoxin biosynthesis	ko00254	K17651	ORDA, CYP64A	aflatoxin B synthase	1.14.14.117
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K18652	ntdC	glucose-6-phosphate 3-dehydrogenase	1.1.1.361
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K18653	ntdA	3-dehydro-glucose-6-phosphate---glutamate transaminase	2.6.1.104
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K18654	ntdB	kanosamine-6-phosphate phosphatase	3.1.3.92
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K09460	auaEII	anthranilate-CoA ligase	6.2.1.32
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K14245	auaC	PKS ketosynthase (KS/KS alpha)	2.3.1.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K14246	auaD	PKS chain-length factor (CLF/KS beta)	2.3.1.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22798	auaE	anthranilate-CoA-ACP transferase	6.2.1.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K02078	acpP, acpM	acyl carrier protein	NA
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22799	auaA	2-methyl-4-hydroxyquinoline prenyltransferase	2.5.1.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22800	auaF	aurachin D monooxygenase	1.14.13.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K21272	auaG	aurachin C monooxygenase/isomerase	1.14.13.222
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K21271	auaH	aurachin B dehydrogenase	1.1.1.394
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22801	auaJ	aurachin B monooxygenase	1.14.13.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22802	auaI	aurichin B epoxide hydrolase	NA
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K19546	bacA	prephenate decarboxylase	4.1.1.100
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K19547	bacB	3-[(4R)-4-hydroxycyclohexa-1,5-dien-1-yl]-2-oxopropanoate isomerase	5.3.3.19
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K19550	bacG	bacilysin biosynthesis oxidoreductase BacG	1.3.1.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K19549	bacF	bacilysin biosynthesis transaminase BacF	2.6.1.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K19548	bacC	dihydroanticapsin dehydrogenase	1.1.1.385
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K13037	bacD	L-alanine-L-anticapsin ligase	6.3.2.49
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K12628	pur10	puromycin biosynthesis protein Pur10	1.-.-.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K12629	pur7	puromycin biosynthesis protein Pur7	3.-.-.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K12630	pur4	puromycin biosynthesis protein Pur4	2.-.-.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K12631	pur6	puromycin biosynthesis protein Pur6	NA
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K12632	pac	puromycin N-acetyltransferase	2.3.-.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K12633	pur5	N-methyl-transferase	2.1.1.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K12634	pur3	puromycin biosynthesis protein Pur3	NA
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K12635	dmpM	O-demethylpuromycin O-methyltransferase	2.1.1.38
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K12636	napH	N-acetylpuromycin N-acetylhydrolase	NA
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K21949	sbnA	N-(2-amino-2-carboxyethyl)-L-glutamate synthase	2.5.1.140
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K21721	sbnB	N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase	1.5.1.51
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22113	ddaG	fumarate---(S)-2,3-diaminopropanoate ligase	6.3.2.46
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K01957	ddaH	N-3-fumaroyl-(S)-2,3-diaminopropanoate amidotransferase	6.3.5.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22114	ddaF	dapdiamide synthase	6.3.2.47
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K01841	pepM	phosphoenolpyruvate phosphomutase	5.4.2.9
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K23999	fom1	phosphoenolpyruvate phosphomutase / 2-hydroxyethylphosphonate cytidylyltransferase	5.4.2.9 2.7.7.104
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K09459	E4.1.1.82	phosphonopyruvate decarboxylase	4.1.1.82
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K12901	fomC	phosphonoacetaldehyde reductase	NA
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K12904	phpC	phosphonoacetaldehyde reductase	1.1.1.309
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K12902	fom3	phosphonoacetaldehyde methylase	2.1.1.308
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K24000	fomD	HPP-CMP hydrolase	3.6.1.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K12903	fom4	(S)-2-hydroxypropylphosphonic acid epoxidase	1.11.1.23
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22392	hppE	(S)-2-hydroxypropylphosphonic acid epoxidase	1.11.1.23
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K25562	creE	L-aspartate N-monooxygenase (nitrosuccinate-forming)	1.14.13.248
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K25597	creD	nitrosuccinate lyase	4.3.99.5
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K25563	creL, ptmB3	3-amino-4-hydroxybenzoate 2-monooxygenase	1.14.13.249
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K25594	creN	3-amino-4-hydroxybenzoate 4-O-methyltransferase	2.1.1.380
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K25598	creM	3-amino-2-hydroxy-4-methoxybenzoate diazotase	6.7.1.1
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22569	AF520	(+)-exo-beta-bergamotene synthase	4.2.3.211
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K21295	AF510	5-dehydro-6-demethoxyfumagillol synthase	1.14.14.184
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22570	AF480	5-dehydro-6-demethoxyfumagillol dioxygenase	1.14.11.82
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22571	AF390-400, fmaD	5-dehydro-6-demethoxy-6-hydroxyfumagillol O-methyltransferase	2.1.1.387
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22572	AF490	5-dehydrofumagillol 5-reductase	1.1.1.437
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22573	AF370	fumagillin biosynthesis polyketide synthase	NA
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22574	AF380	fumagillin biosynthesis transferase	NA
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22575	AF470	fumagillin biosynthesis monooxygenase	NA
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K12250	ptlA	pentalenene synthase	4.2.3.7
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K15907	ptlI, CYP183A	pentalenene oxygenase	1.14.15.32
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K18056	pntH, ptlH	1-deoxypentalenic acid 11beta-hydroxylase	1.14.11.35
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K17747	ptlF	1-deoxy-11beta-hydroxypentalenate dehydrogenase	1.1.1.340
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K18091	pntE, penE, ptlE	pentalenolactone D synthase	1.14.13.170 1.14.13.171
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K18057	pntD, penD, ptlD	pentalenolactone F synthase	1.14.11.36
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K17476	penM, pntM, CYP161C	pentalenolactone synthase	1.14.19.8
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K17876	CYP105D	pentalenic acid synthase	1.14.15.11
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K19835	cyc1	terpentedienyl-diphosphate synthase	5.5.1.15
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K19834	cyc2	terpentetriene synthase	4.2.3.36
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22598	rosB	8-demethyl-8-aminoriboflavin-5'-phosphate synthase	2.6.1.114
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K22269	rosA	8-amino-8-demethylriboflavin N,N-dimethyltransferase	2.1.1.343
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K19741	dcsA	Nomega-hydroxy-L-arginine synthase	1.14.-.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K19723	dcsB	Nomega-hydroxy-L-arginine amidinohydrolase	3.5.3.25
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K19726	dcsE	serine/homoserine O-acetyltransferase	2.3.1.30 2.3.1.31
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K19725	dcsD	O-ureido-L-serine/cysteine synthase	2.6.99.3 2.5.1.47
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K19724	dcsC	O-ureido-serine racemase	5.1.1.19
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various antibiotics	ko00998	K19727	dcsG	O-ureido-D-serine cyclo-ligase	6.3.3.5
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K22458	CCD2	crocetin dialdehyde synthase	1.13.11.84
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K21371	UGT75L6, UGTCs2	crocetin glucosyltransferase	2.4.1.271
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K21354	UGT94E5	beta-D-glucosyl crocetin beta-1,6-glucosyltransferase	2.4.1.330
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K15817	DDS	dammarenediol II synthase	4.2.1.125
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K20545	CYP716A47, PPDS	dammarenediol 12-hydroxylase	1.14.14.120
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K23520	UGTPg1	ginsenoside 20-O-glucosyltransferase	2.4.1.363
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K23521	UGT74AE2	protopanaxadiol-type ginsenoside 3-O-glucosyltransferase	2.4.1.364
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K23522	UGT94Q2	protopanaxadiol-type ginsenoside-3-O-glucoside 2''-O-glucosyltransferase	2.4.1.365
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K20546	CYP716A53	protopanaxadiol 6-hydroxylase	1.14.14.121
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K23523	UGTPg101	ginsenoside F1 6-O-glucosyltransferase	2.4.1.366
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K23524	UGTPg100	ginsenoside 6-O-glucosyltransferase	2.4.1.367
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K15813	LUP4	beta-amyrin synthase	5.4.99.39
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K20667	CYP716A	beta-amyrin 28-monooxygenase	1.14.14.126
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K26481	CYP716A297	oleanolic acid C16alpha-oxidase	NA
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K26482	CYP714E52	echinocystic acid C23-oxidase	NA
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K26483	CSLM	quillaic acid 3-O-glucuronosyltransferase	NA
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K26484	UGT73CU3	quillaic acid 3-O-GlcA beta-1,2-galactosyltransferase	2.4.1.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K26485	UGT73CX1	quillaic acid 3-O-Gal-1,2-GlcA beta-1,3-xylosyltransferase	2.4.2.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K26486	UGT73CX2	quillaic acid 3-O-Gal-1,2-GlcA alpha-1,3-rhamnosyltransferase	2.4.1.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K26487	UGT74BX1	quillaic acid 3-O-Xyl/L-Rha-1,3-(Gal-1,2)-GlcA 28-O-glycosyltransferase	NA
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K26488	FucSyn	4-keto-6-deoxyglucose 4-dehydrogenase	NA
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K26489	UGT91AR1	quillaic acid 3-O-Xyl/L-Rha-1,3-(Gal-1,2)-GlcA-28-O-Fuc alpha-1,2-rhamnosyltransferase	2.4.1.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K26490	UGT91AQ1	quillaic acid 3-O-Xyl/L-Rha-1,3-(Gal-1,2)-GlcA-28-O-L-Rha-1,2-Fuc beta-1,4-xylosyltransferase	2.4.2.-
Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of various plant secondary metabolites	ko00999	K26491	UGT73CY2	quillaic acid 3-O-Xyl/L-Rha-1,3-(Gal-1,2)-GlcA-28-O-Xyl-1,4-L-Rha-1,2-Fuc beta-1,3-apiosyltransferase	2.4.2.-
