level1	level2	level3	pathway_id	KO	gene	KO_name	EC
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K11984	SART1, HAF, SNU66	U4/U6.U5 tri-snRNP-associated protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K15710	SHPRH	E3 ubiquitin-protein ligase SHPRH	5.6.2.- 2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K12171	SH3RF, POSH	E3 ubiquitin-protein ligase SH3RF	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K15711	SMARCA3, HLTF	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A3	5.6.2. 2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10601	SYVN1, HRD1	E3 ubiquitin-protein ligase synoviolin	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K22380	TMEM129	E3 ubiquitin-protein ligase TM129	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10631	TOPORS	E3 ubiquitin-protein ligase Topors	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K11985	TRAIP, TRIP	TRAF-interacting protein	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K15712	TTC3	E3 ubiquitin-protein ligase TTC3	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10638	UHRF1, NP95	E3 ubiquitin-protein ligase UHRF1	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K15713	UHRF2, NIRF	E3 ubiquitin-protein ligase UHRF2	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K23047	UNKL	E3 ubiquitin-protein ligase UNKL	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K22381	ZNF598	E3 ubiquitin-protein ligase ZNF598	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K15714	ZNF645	E3 ubiquitin-protein ligase ZNF645	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K25175	ZFP91	E3 ubiquitin-protein ligase ZFP91	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10694	ZNRF1_2	E3 ubiquitin-protein ligase ZNRF1/2	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16273	ZNRF3	E3 ubiquitin-protein ligase ZNRF3	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K15715	ZNRF4	E3 ubiquitin-protein ligase ZNRF4	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K15716	ZSWIM2	E3 ubiquitin-protein ligase ZSWIM2	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16274	AIP2	E3 ubiquitin-protein ligase AIP2	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16275	BAH, NLA	E3 ubiquitin-protein ligase BAH	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K19045	BB	E3 ubiquitin-protein ligase BIG BROTHER and related proteins	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16276	K16276, BTS	zinc finger protein-like protein	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K19042	BOI	E3 ubiquitin-protein ligase BOI and related proteins	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16277	DRIP	E3 ubiquitin-protein ligase DRIP	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16278	HOS1	E3 ubiquitin-protein ligase HOS1	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16279	KEG	E3 ubiquitin-protein ligase KEG	2.7.11.1 2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16280	RGLG	E3 ubiquitin-protein ligase RGLG	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16281	RHA1	RING-H2 zinc finger protein RHA1	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16282	RHA2	E3 ubiquitin-protein ligase RHA2	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K19043	RHF	E3 ubiquitin-protein ligase RHF	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16283	SDIR1	E3 ubiquitin-protein ligase SDIR1	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16284	SIS3	E3 ubiquitin-protein ligase SIS3	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K19044	XBAT32_33	E3 ubiquitin-protein ligase XBAT32/33	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16285	XERICO	RING/U-box domain-containing protein	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16286	EL5	E3 ubiquitin-protein ligase EL5	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K23788	TUL1, FLY1_2	transmembrane E3 ubiquitin-protein ligase	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K25840	AIRP2	E3 ubiquitin-protein ligase AIRP2	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K27504	LOG2	E3 ubiquitin-protein ligase LOG2	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K23787	DMA1_2	E3 ubiquitin-protein ligase DMA1/2	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K22155	JADE2	E3 ubiquitin-protein ligase Jade-2	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K22401	E4F1	transcription factor E4F1 / E3 ubiquitin-protein ligase	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K22817	NSMCE1, NSE1	non-structural maintenance of chromosomes element 1	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K22383	IRF2BP	interferon regulatory factor 2-binding protein	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K03868	RBX1, ROC1	E3 ubiquitin-protein ligase RBX1	2.3.2.32
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K12172	RANBP2, NUP358	E3 SUMO-protein ligase RanBP2	2.3.2.-
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K04706	PIAS1	E3 SUMO-protein ligase PIAS1	2.3.2.-
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16063	PIAS2	E3 SUMO-protein ligase PIAS2	2.3.2.-
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16064	PIAS3	E3 SUMO-protein ligase PIAS3	2.3.2.-
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K16065	PIAS4	E3 SUMO-protein ligase PIAS4	2.3.2.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10054	PML, TRIM19	E3 SUMO-protein ligase PML	2.3.2.-
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K11452	CBX4, PC2	E3 SUMO-protein ligase CBX4	2.3.2.-
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K22756	NSMCE2, NSE2	E3 SUMO-protein ligase NSE2	2.3.2.-
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K25662	RNF212	E3 SUMO-protein ligase RNF212	2.3.2.-
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K24637	ZBED1	zinc finger BED domain-containing protein 1 (E3 SUMO-protein ligase ZBED1)	2.3.2.-
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K25176	ZNF451	E3 SUMO-protein ligase ZNF451	2.3.2.-
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K22372	HERC5_6	E3 ISG15--protein ligase	2.3.2.-
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K22755	UFL1	E3 UFM1-protein ligase 1	2.3.2.-
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K17822	DCUN1D1_2	DCN1-like protein 1/2	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K17823	DCUN1D3	DCN1-like protein 3	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K17824	DCUN1D4_5	DCN1-like protein 4/5	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K03347	CUL1, CDC53	cullin 1	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K03094	SKP1, CBF3D	S-phase kinase-associated protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K03362	FBXW1_11, BTRC, beta-TRCP	F-box and WD-40 domain protein 1/11	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10261	FBXW2, MD6	F-box and WD-40 domain protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10262	FBXW4, SHFM3	F-box and WD-40 domain protein 4	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10263	FBXW5	F-box and WD-40 domain protein 5	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10260	FBXW7, SEL10	F-box and WD-40 domain protein 7	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10264	FBXW8	F-box and WD-40 domain protein 8	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10265	FBXW9	F-box and WD-40 domain protein 9	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10266	FBXW10	F-box and WD-40 domain protein 10	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10267	FBXW12S	F-box and WD-40 domain protein 12/13/14/15/16/17/19	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10259	MET30	F-box and WD-40 domain protein MET30	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K03361	CDC4	F-box and WD-40 domain protein CDC4	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K03875	SKP2, FBXL1	F-box and leucine-rich repeat protein 1 (S-phase kinase-associated protein 2)	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10268	FBXL2_20	F-box and leucine-rich repeat protein 2/20	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10269	FBXL3	F-box and leucine-rich repeat protein 3	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10270	FBXL4	F-box and leucine-rich repeat protein 4	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10271	FBXL5	F-box and leucine-rich repeat protein 5	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10272	FBXL6	F-box and leucine-rich repeat protein 6	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10273	FBXL7	F-box and leucine-rich repeat protein 7	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10274	FBXL8	F-box and leucine-rich repeat protein 8	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10275	FBXL9, LRRC29	F-box and leucine-rich repeat protein 9	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10276	FBXL10_11, KDM2	F-box and leucine-rich repeat protein 10/11	1.14.11.27
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10278	FBXL12	F-box and leucine-rich repeat protein 12	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10279	FBXL13, DRC6	dynein regulatory complex subunit 6	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10280	FBXL14	F-box and leucine-rich repeat protein 14	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10281	FBXL15	F-box and leucine-rich repeat protein 15	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10282	FBXL16	F-box and leucine-rich repeat protein 16	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10283	FBXL17	F-box and leucine-rich repeat protein 17	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10284	FBXL18	F-box and leucine-rich repeat protein 18	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10285	FBXL19	F-box and leucine-rich repeat protein 19	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10287	FBXL21	F-box and leucine-rich repeat protein 21	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10288	FBXL22	F-box and leucine-rich repeat protein 22	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K13463	COI-1	coronatine-insensitive protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K27701	MAX2	F-box protein MAX2	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K14515	EBF1_2	EIN3-binding F-box protein	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K14485	TIR1	transport inhibitor response 1	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K03360	GRR1	F-box and leucine-rich repeat protein GRR1	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K15068	DIA2, POF3	protein DIA2	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K15069	POF3	F-box/TPR repeat protein Pof3	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10289	CCNF, FBXO1	F-box protein 1 (cyclin F)	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10099	FBXO2, NFB42	F-box protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10290	FBXO3	F-box protein 3	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10291	FBXO4	F-box protein 4	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10292	FBXO5, EMI1	F-box protein 5	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10100	FBXO6	F-box protein 6	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10293	FBXO7	F-box protein 7	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10294	FBXO8	F-box protein 8	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10295	FBXO9	F-box protein 9	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10296	FBXO10	F-box protein 10	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10297	FBXO11	F-box protein 11	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10298	FBXO15	F-box protein 15	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10299	FBXO16	F-box protein 16	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10101	FBXO17, FBXO26	F-box protein 17	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10300	FBH1, FBXO18	F-box DNA helicase 1	5.6.2.4
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K06084	LMO7, FBXO20	F-box protein 20	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10301	FBXO21	F-box protein 21	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10302	FBXO22	F-box protein 22	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10303	FBXO23, TSPAN17	F-box protein 23	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10304	FBXO24	F-box protein 24	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10305	FBXO25_32	F-box protein 25/32	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10102	FBXO27	F-box protein 27	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10306	FBXO28	F-box protein 28	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10307	FBXO30	F-box protein 30	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10308	FBXO31	F-box protein 31	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10310	FBXO33	F-box protein 33	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10311	FBXO34	F-box protein 34	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10312	FBXO36	F-box protein 36	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10313	FBXO38, MOKA	F-box protein 38	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10314	FBXO39	F-box protein 39	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10315	FBXO40	F-box protein 40	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10316	FBXO41	F-box protein 41	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10317	FBXO42	F-box protein 42	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10318	FBXO43, EMI2	F-box protein 43	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10103	FBXO44	F-box protein 44	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10319	FBXO45	F-box protein 45	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10320	FBXO46	F-box protein 46	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10321	FBXO47	F-box protein 47	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K27313	FBXO48	F-box protein 48	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K12116	FKF1	flavin-binding kelch repeat F-box protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K14495	GID2, SLY1	F-box protein GID2	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K27314	SNE, SLY2	F-box protein SNE	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K12117	LKP2	LOV kelch protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K12115	ZTL	clock-associated PAS protein ZTL	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K15070	MDM30	mitochondrial distribution and morphology protein 30	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K15071	RCY1, POF6	recyclin-1	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K15072	SAF1	SCF-associated factor 1	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K15073	UFO1	ubiquitin ligase complex F-box protein UFO1	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K03870	CUL2	cullin 2	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K03872	ELOC, TCEB1	elongin-C	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K03873	ELOB, TCEB2	elongin-B	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K03871	VHL	von Hippel-Lindau disease tumor supressor	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10348	LRR1, PPIL5	LRR-repeat protein 1	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K25805	FEM1A_C	protein fem-1 homolog A/C	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10349	FEM1B	protein fem-1 homolog B	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K25806	APPBP2	amyloid protein-binding protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K25807	KLHDC2	kelch domain-containing protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K25808	KLHDC3	kelch domain-containing protein 3	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K25809	KLHDC10	kelch domain-containing protein 10	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10350	ZYG11	Zyg-11 protein	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K25207	ZSWIM8	zinc finger SWIM domain-containing protein 8	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K03869	CUL3	cullin 3	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10442	KLHL1_4_5	kelch-like protein 1/4/5	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10443	KLHL2_3	kelch-like protein 2/3	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10444	KLHL6	kelch-like protein 6	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10445	KLHL7	kelch-like protein 7	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10446	KLHL8	kelch-like protein 8	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10447	KLHL9_13	kelch-like protein 9/13	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10448	KLHL10	kelch-like protein 10	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10449	KLHL11	kelch-like protein 11	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10450	KLHL12, C3IP1	kelch-like protein 12	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10451	KLHL14	kelch-like protein 14	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10452	KLHL15	kelch-like protein 15	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10453	KLHL16, GAN	kelch-like protein 16 (gigaxonin)	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10454	KLHL17	kelch-like protein 17 (actinfilin)	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10455	KLHL18	kelch-like protein 18	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10456	KLHL19, KEAP1, INRF2	kelch-like protein 19	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10457	KLHL20, KLEIP	kelch-like protein 20	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10458	KLHL21	kelch-like protein 21	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10459	KLHL22, KELCHL	kelch-like protein 22	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10460	KLHL23	kelch-like protein 23	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10461	KLHL24_35	kelch-like protein 24/35	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10462	KLHL25_37, ENC1, ENC2	kelch-like protein 25/37 (ectoderm-neural cortex protein)	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10463	KLHL26	kelch-like protein 26	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K13956	IPP, KLHL27	actin-binding protein IPP	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10464	KLHL28	kelch-like protein 28	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10465	KLHL29, KBTBD9	kelch-like protein 29	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10466	KLHL30	kelch-like protein 30	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10467	KLHL31	kelch-like protein 31	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10468	KLHL32	kelch-like protein 32	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K13957	KLHL33	kelch-like protein 33	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10469	KLHL34	kelch-like protein 34	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K13958	KLHL36	kelch-like protein 36	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K13959	KLHL38	kelch-like protein 38	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10470	KBTBD2	kelch repeat and BTB domain-containing protein 2	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10471	KBTBD3	kelch repeat and BTB domain-containing protein 3	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10472	KBTBD4	kelch repeat and BTB domain-containing protein 4	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10473	KBTBD5_10	kelch repeat and BTB domain-containing protein 5/10	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10474	KBTBD6_7	kelch repeat and BTB domain-containing protein 6/7	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10475	KBTBD8	kelch repeat and BTB domain-containing protein 8	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10476	KBTBD11	kelch repeat and BTB domain-containing protein 11	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K21912	KBTBD12	kelch repeat and BTB domain-containing protein 12	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K21913	KBTBD13	kelch repeat and BTB domain-containing protein 13	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10477	BTBD1_2	BTB/POZ domain-containing protein 1/2	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10478	BTBD3_6	BTB/POZ domain-containing protein 3/6	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10479	BTBD7	BTB/POZ domain-containing protein 7	NA
Brite Hierarchies	Protein families: genetic information processing	Ubiquitin system	ko04121	K10480	BTBD8	BTB/POZ domain-containing protein 8	NA
